StartDate,EndDate,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,Q32,Q33,Q34,Q35,Black1_1,Black1_2,Black1_3,Black1_4,Black2_1,Black2_2,Black2_3,Black2_4,Black3_1,Black3_2,Black3_3,Black3_4,Black4_1,Black4_2,Black4_3,Black4_4,Black5_1,Black5_2,Black5_3,Black5_4,Black6_1,Black6_2,Black6_3,Black6_4,Black7_1,Black7_2,Black7_3,Black7_4,Black8_1,Black8_2,Black8_3,Black8_4,Black9_1,Black9_2,Black9_3,Black9_4,Black10_1,Black10_2,Black10_3,Black10_4,Black11_1,Black11_2,Black11_3,Black11_4,Black12_1,Black12_2,Black12_3,Black12_4,White1_1,White1_2,White1_3,White1_4,White2_1,White2_2,White2_3,White2_4,White3_1,White3_2,White3_3,White3_4,White4_1,White4_2,White4_3,White4_4,White5_1,White5_2,White5_3,White5_4,White6_1,White6_2,White6_3,White6_4,White7_1,White7_2,White7_3,White7_4,White8_1,White8_2,White8_3,White8_4,White9_1,White9_2,White9_3,White9_4,White10_1,White10_2,White10_3,White10_4,White11_1,White11_2,White11_3,White11_4,White12_1,White12_2,White12_3,White12_4
22/02/2018 20:32,22/02/2018 20:36,281,01/03/2018 20:37,R_1MSU5icu8NCZ3Gi,,Female,20,White british,Student,4,4,3,4,4,5,4,3,4,4,3,4,3,2,3,3,4,3,3,4,4,3,4,2,4,3,4,4,4,4,4,3,3,4,3,4,4,5,4,3,5,3,3,5,4,3,4,4,3,3,5,3,4,4,4,3,5,3,2,5,3,2,3,3,4,4,2,2,4,4,4,2,4,4,5,3,4,3,4,3,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4
23/02/2018 01:45,23/02/2018 01:49,291,02/03/2018 01:50,R_26g47iAynq9FGCv,,Female,22,Caucasian ,Teacher,4,,4,4,5,6,3,4,4,5,3,6,5,5,4,5,,5,5,4,6,6,4,4,5,,6,3,5,5,6,2,5,5,5,3,5,5,5,2,6,5,3,5,5,6,6,2,4,4,4,5,5,5,3,4,4,4,3,5,4,6,5,2,5,6,2,4,5,4,3,3,5,5,6,5,5,6,5,2,4,6,3,5,4,6,5,2,5,6,3,5,4,5,6,2
23/02/2018 02:00,23/02/2018 08:58,25101,02/03/2018 08:59,R_1puPbuDyVHp6Tm1,,Female,20,White british,Employed,4,5,4,5,5,5,5,5,5,5,5,5,5,6,6,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,6,5,5,5,5,4,3,5,4,4,5,5,5,4,6,3,1,4,5,5,4,5,6,6,4,5,5,4,4,3,5,4,5,5,5,5,6,5,5,5,5
04/03/2018 23:20,04/03/2018 23:28,443,04/03/2018 23:28,R_86Z3yDHqGJPob3H,52.63330078,Female,31,British,Teacher,4,6,1,5,1,6,2,1,6,5,2,6,1,6,6,1,3,6,1,4,1,6,2,1,6,6,6,6,4,6,3,4,3,6,5,2,2,6,4,3,3,6,1,3,3,6,6,1,3,6,6,3,2,6,1,2,4,6,4,4,4,6,6,2,4,6,3,3,1,6,1,1,2,6,4,3,2,6,4,2,2,6,1,1,3,6,5,1,4,6,3,4,1,6,4,2
04/03/2018 22:58,05/03/2018 07:49,31843,05/03/2018 07:49,R_234bfgwetG2bukD,52.51669312,Male,62,White Caucasian,Part time teacher,4,5,6,3,4,4,6,3,5,5,4,6,4,6,6,3,4,6,5,4,4,5,5,4,5,5,5,5,5,6,6,2,5,5,5,5,4,4,5,3,6,3,3,6,4,4,6,1,4,6,6,1,4,5,6,4,5,5,6,2,4,4,6,3,4,4,3,5,3,4,6,1,4,4,6,3,3,5,6,2,3,4,4,2,3,4,6,2,5,5,5,6,4,5,6,2
19/02/2018 12:29,19/02/2018 12:34,284,19/02/2018 12:34,R_UmBlo2ApQZU6Kit,51.49639893,Female,19,White British ,Student ,5,5,5,5,4,5,5,5,5,5,6,5,4,5,5,3,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,4,4,4,4,4,3,4,4,3,4,5,5,6,4,4,5,3,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,2,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,4,4,4,4,3,4,3,4,3
19/02/2018 12:35,19/02/2018 12:44,547,19/02/2018 12:44,R_RVPFIieaVxXBgPv,52.91670227,Female,56,White British ,Catering assistant ,5,5,4,6,5,5,4,4,6,4,4,6,5,4,3,4,5,5,,4,5,4,3,4,,5,4,6,5,4,6,4,5,6,5,6,4,4,5,4,6,5,3,6,4,6,5,4,6,5,5,5,6,6,4,5,6,5,4,5,4,6,5,4,4,6,4,5,4,5,3,5,6,6,6,4,5,5,5,5,4,4,4,4,5,5,5,5,6,6,4,6,6,6,6,6
19/02/2018 12:44,19/02/2018 12:55,624,19/02/2018 12:55,R_1RmD77gA9oDFtqV,53.23330688,Male,19,White British,Student ,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,3
19/02/2018 13:05,19/02/2018 13:14,513,19/02/2018 13:14,R_1hDVv3XNwxYdHck,51.49639893,Female,18,British/Russian,Student,5,4,4,5,5,4,4,5,5,5,4,4,5,4,4,5,5,2,3,5,4,4,4,5,4,3,5,3,5,4,6,4,4,3,5,4,5,3,5,3,5,3,3,5,4,4,5,2,4,3,4,3,4,3,4,3,5,3,4,5,3,3,4,3,5,5,3,5,4,3,3,3,4,5,5,3,4,4,4,4,5,5,3,5,3,4,5,3,4,3,4,4,4,3,5,4
19/02/2018 13:06,19/02/2018 13:14,470,19/02/2018 13:14,R_tL58ivPl0JMjOq5,53.23330688,Male,20,White British ,Student,5,5,4,5,5,5,5,4,5,3,4,5,6,4,5,3,6,3,2,6,5,3,3,2,6,5,5,6,4,5,5,3,5,3,5,6,4,3,5,3,5,5,3,6,5,5,5,3,5,4,5,5,3,5,4,2,5,4,3,5,5,4,4,3,6,6,2,6,3,6,4,3,3,5,5,4,4,4,5,3,4,5,3,5,5,6,6,3,5,5,5,5,3,5,5,4
19/02/2018 13:29,19/02/2018 13:37,473,19/02/2018 13:37,R_21mN1SOu9i8MYjo,53.23330688,Female,19,British,Student,5,6,4,5,5,6,6,4,5,5,4,5,5,5,5,4,5,5,4,5,5,,4,5,5,6,4,5,5,5,5,3,5,6,6,5,5,6,5,4,5,6,4,6,4,5,5,3,5,5,5,4,4,5,5,3,5,5,5,5,5,6,6,4,5,6,4,5,4,5,4,3,4,6,5,4,5,5,5,3,5,5,4,4,5,6,6,3,5,6,4,5,5,5,5,3
19/02/2018 14:11,19/02/2018 14:24,814,19/02/2018 14:24,R_2wT61HMMhBqh6nf,53.23330688,Male,20,White British ,Student ,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,4,5,5,5,4,5,4,5,4,6,5,5,4,5,5,5,4,5,5,4,4,5,3,4,4,4,4,5,5,4,5,5,5,4,6,5,6,5,5,5,6,4,5,4,5,4,5,5,5,5,5,6,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,6,5,5
19/02/2018 15:18,19/02/2018 15:24,329,19/02/2018 15:24,R_3EcbEtk3ceVWj9j,51.8999939,Male,20,White,Student,5,4,4,5,4,4,5,3,6,3,5,6,5,4,6,3,6,4,3,5,4,5,5,2,6,4,5,6,4,5,6,2,5,2,5,4,4,5,5,4,4,1,5,5,4,3,5,3,5,1,4,5,5,4,5,4,6,5,4,6,4,5,5,3,5,3,4,6,4,3,5,3,4,4,6,4,4,2,4,4,5,3,4,5,4,3,5,2,5,4,4,5,4,4,5,3
19/02/2018 15:27,19/02/2018 15:35,486,19/02/2018 15:35,R_2AFts3QkSr6f5NZ,52.41670227,Male,20,Indian,Student,5,5,3,4,6,5,3,3,5,4,5,2,4,3,3,3,6,6,2,6,6,6,4,3,5,5,6,3,5,5,5,3,5,5,5,3,6,5,6,3,5,4,3,5,5,4,5,2,4,3,4,2,5,5,5,4,6,6,4,5,6,6,6,2,5,5,3,6,6,4,3,4,5,5,5,3,5,6,4,2,5,6,3,5,4,5,4,2,5,5,5,4,5,6,4,2
19/02/2018 15:54,19/02/2018 16:03,563,19/02/2018 16:03,R_2fp7oyUFCYXnA79,53.71670532,Male,52,White English ,Unemployed ,5,6,5,5,5,5,5,5,5,5,4,,4,5,5,4,3,4,4,4,4,4,5,4,6,5,4,4,5,5,4,4,5,5,4,5,5,4,5,5,4,4,5,3,4,4,5,5,5,4,6,5,6,6,3,4,5,5,4,3,4,5,5,4,5,6,5,5,6,6,6,5,5,5,5,5,6,6,6,5,4,5,3,4,6,6,6,5,5,6,5,5,4,5,4,5
19/02/2018 16:06,19/02/2018 16:10,224,19/02/2018 16:10,R_2q7Ppyrr0IMdrZH,51.49639893,Female ,19,White British ,Student,5,4,5,5,4,3,6,2,4,4,4,4,4,5,4,4,5,4,4,5,5,4,4,6,5,5,5,3,5,4,5,4,5,4,6,5,4,4,4,4,4,5,4,5,2,2,3,4,4,3,5,2,4,4,4,4,4,4,4,5,4,4,3,5,6,4,4,4,3,4,3,2,5,4,6,1,4,4,6,3,4,5,4,4,4,4,5,4,3,3,4,4,4,4,3,4
22/02/2018 11:30,22/02/2018 11:35,335,22/02/2018 11:35,R_1C9OvhX68bXhWk1,53.23330688,Female,21,White British,Student,5,5,3,5,5,5,5,3,6,5,4,6,5,4,4,2,5,5,3,5,5,4,3,3,4,4,4,5,5,4,6,5,4,4,5,3,6,4,4,3,5,5,4,5,4,4,5,2,4,3,4,5,5,6,3,3,5,5,5,5,5,5,5,3,6,6,3,5,4,3,3,2,6,5,5,4,4,3,5,4,5,6,3,5,5,6,6,3,6,5,6,5,6,6,5,5
22/02/2018 17:50,22/02/2018 17:56,379,22/02/2018 17:56,R_3m4qGwqbQJkikQ9,53.21670532,Female,20,White British,Student,5,,4,4,3,4,4,2,4,6,6,6,3,2,4,2,3,2,2,5,3,3,5,3,4,3,4,5,2,2,3,3,3,3,3,3,4,2,4,2,5,3,3,5,3,4,5,3,4,4,4,4,3,5,4,2,5,3,4,6,3,3,3,3,4,5,3,4,3,5,2,1,3,3,3,3,4,3,5,2,3,3,4,4,3,6,6,2,4,4,4,5,3,3,4,3
22/02/2018 18:58,22/02/2018 19:06,486,22/02/2018 19:06,R_0Utgw6GIAN6m3fz,53.23330688,Female,22,British,Student,5,6,,5,4,6,6,3,6,5,3,6,4,4,4,4,6,5,3,6,4,5,6,4,6,6,,6,6,5,5,5,5,5,5,5,4,4,5,3,6,4,3,6,4,4,6,3,4,5,5,4,5,5,5,3,5,5,3,6,5,4,4,5,4,5,3,3,4,5,3,3,6,6,6,3,6,5,6,3,5,4,3,4,5,5,6,3,5,5,4,6,4,4,4,3
22/02/2018 19:08,22/02/2018 19:14,376,22/02/2018 19:14,R_3iIpQu1Mk53aAKG,51.49639893,Female ,19,White British ,Student,5,4,4,4,4,3,4,3,4,3,4,4,4,3,4,3,5,2,3,4,2,2,4,2,5,3,4,5,3,2,5,2,3,4,5,3,3,5,5,2,4,2,2,5,3,3,5,2,4,2,5,3,5,4,5,4,5,4,4,5,4,5,5,4,4,5,3,4,4,5,3,4,5,3,5,3,5,3,4,5,3,3,4,3,3,2,5,3,4,6,4,5,5,4,4,5
22/02/2018 19:11,22/02/2018 19:21,591,22/02/2018 19:21,R_0MU1FvBHmBiA1gt,51.49639893,female ,20,white,student,5,6,4,4,5,5,4,4,6,5,3,6,4,4,5,3,6,5,5,4,6,5,4,4,6,5,5,4,6,4,6,5,5,4,4,6,6,5,4,6,6,4,3,6,4,5,5,3,5,5,6,3,6,5,5,3,5,4,4,3,5,5,3,5,4,6,3,3,4,5,4,3,6,5,6,3,6,5,6,3,4,4,4,5,6,5,4,6,5,6,4,3,4,5,3,3
22/02/2018 19:15,22/02/2018 19:28,774,22/02/2018 19:28,R_3GE2Bmms5BFFWUO,53.13330078,Female,50,British,Accounts manager,5,4,0,4,5,6,4,4,3,3,3,3,4,3,3,3,,3,2,4,5,6,3,4,3,4,5,3,5,5,5,4,4,3,4,3,4,4,4,2,4,4,4,3,4,3,4,1,4,3,5,2,3,2,3,3,3,2,2,4,4,4,5,4,3,3,2,2,4,2,3,4,3,4,4,3,5,5,5,4,4,3,2,1,3,4,5,3,4,4,4,4,4,4,4,3
22/02/2018 20:47,22/02/2018 20:53,348,22/02/2018 20:53,R_3gTWQubz4hoRl2m,53.21670532,Femake,21,White British ,Student,5,5,5,4,5,5,5,2,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,4,4,4,5,5,5,2,5,5,5,3,5,5,5,4,5,6,5,2,5,5,5,4,5,6,5,2,5,5,5,3,5,5,5,3,5,4,4,3,5,5,5,2,5,5,4,3,5,5,5,2,5,5,5,5,5,5,5,3
22/02/2018 20:59,22/02/2018 21:04,328,22/02/2018 21:04,R_1HpZzZvyBgsOg5n,53.53520203,Female,51,White British,Accountant,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
22/02/2018 22:37,22/02/2018 22:41,217,22/02/2018 22:41,R_25NKzEn3KPBREeJ,53.21670532,Male,21,Chinese,Student,5,6,5,4,3,3,3,3,6,6,6,6,5,5,5,5,4,4,3,5,5,4,3,4,5,4,4,3,3,4,4,3,4,4,4,4,4,5,5,5,4,4,3,2,4,5,4,3,5,4,5,5,5,5,5,5,5,6,5,5,5,4,5,5,6,5,4,6,5,6,6,6,6,6,6,6,5,4,4,3,5,4,6,4,5,6,6,3,6,4,4,5,5,6,5,5
22/02/2018 23:01,23/02/2018 00:26,5103,23/02/2018 00:26,R_3KHk825CezfL8uO,53.30000305,Female,59,White,Nurse,5,6,4,4,5,6,5,5,6,5,4,6,5,5,5,5,4,4,6,5,5,4,4,4,5,5,5,5,6,6,6,4,4,5,5,4,5,5,5,4,5,5,3,5,5,5,6,4,5,5,5,3,5,6,5,5,4,3,3,4,4,4,5,5,6,6,4,5,5,6,3,4,5,6,6,6,5,6,6,5,5,6,3,4,5,4,5,5,5,5,6,5,5,5,5,4
23/02/2018 00:45,23/02/2018 00:56,644,23/02/2018 00:56,R_RE1kqN1D7tWznsl,53.13330078,Female ,40,White ,Unemployed ,5,6,5,4,4,5,5,4,2,3,4,2,5,3,2,5,3,4,6,3,2,4,2,3,2,6,4,3,6,5,5,4,5,3,6,2,5,3,3,3,3,3,2,4,5,5,5,6,5,3,4,6,5,6,5,2,6,2,5,5,1,6,5,6,5,6,2,5,4,3,2,4,4,4,4,3,4,6,5,2,4,6,2,5,3,4,3,2,3,4,6,4,4,4,4,3
23/02/2018 00:57,23/02/2018 01:02,270,23/02/2018 01:02,R_2wRKB00w7K19rI0,53.23330688,Female,19,British,Student,5,5,6,5,5,6,4,4,5,5,3,5,5,4,5,4,5,4,5,4,5,4,4,4,5,6,5,5,4,5,6,5,5,4,5,5,5,5,5,3,4,4,5,4,5,5,6,4,5,5,6,3,4,3,4,6,5,5,5,6,5,5,6,4,4,6,5,5,3,5,4,4,5,5,6,2,5,5,6,6,5,3,4,3,5,5,6,5,5,5,5,6,4,5,5,5
23/02/2018 10:51,23/02/2018 10:58,386,23/02/2018 10:58,R_2QnVlECyfY2SIfR,53.79649353,Female,20,White,Student,5,5,3,5,5,4,4,3,5,4,4,5,4,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,3,5,4,5,5,5,4,5,4,5,6,4,5,4,5,5,3,4,4,5,4,4,4,5,3,5,5,3,5,4,5,4,3,4,5,2,3,3,5,4,3,5,5,3,4,4,5,5,3,5,6,3,5,4,5,5,3,5,6,4,5,5,5,4,3
22/02/2018 23:12,23/02/2018 16:23,61839,23/02/2018 16:23,R_3m1WDJ7lPDsqOuB,53.5,Female,28,White British,Dispensing Optician,5,5,4,6,5,5,3,2,3,3,3,6,5,4,3,2,4,2,2,4,4,6,2,3,2,2,6,1,5,2,6,2,5,4,6,2,5,4,5,6,5,4,3,5,4,4,5,1,5,6,6,2,4,4,2,1,5,4,4,3,5,3,4,2,5,4,3,5,5,5,3,3,6,5,6,4,5,4,4,1,5,4,3,3,5,5,5,2,5,4,5,3,3,6,4,1
23/02/2018 20:25,23/02/2018 20:34,501,23/02/2018 20:34,R_3LZqwzHBIe9dq8w,51.2335968,Female,62,European,Retired education advisor,5,5,4,5,5,5,5,5,5,4,5,5,5,6,4,5,5,6,4,6,5,5,5,6,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5
24/02/2018 11:43,24/02/2018 11:56,803,24/02/2018 11:56,R_27xJJ2if8jlmXMc,51.49639893,Female,22,White,Receptionist,5,6,3,5,4,4,3,3,4,4,3,6,,4,3,4,5,3,3,4,4,5,3,5,2,2,5,2,2,2,4,1,4,4,4,3,4,4,4,4,6,5,3,6,3,5,5,,4,3,5,3,4,4,3,4,3,4,4,3,4,3,3,4,5,5,2,5,4,5,3,4,4,5,5,6,6,5,5,3,5,4,3,5,3,6,4,3,5,5,4,4,3,4,5,3
26/02/2018 14:57,26/02/2018 15:04,428,26/02/2018 15:04,R_3iqCciHHfzeHjMB,53.23330688,female,20,"white, not british",student,5,6,4,6,4,6,4,5,6,6,6,6,5,6,6,4,6,6,5,6,4,6,4,5,6,5,6,6,5,4,6,3,5,6,5,6,5,6,6,5,6,6,3,6,5,5,6,4,4,4,5,6,4,6,5,4,6,6,5,6,5,6,6,4,4,6,4,3,3,6,3,6,6,6,6,6,5,6,6,4,6,6,4,6,5,6,4,6,6,6,6,6,6,6,6,5
23/02/2018 13:49,23/02/2018 13:53,285,02/03/2018 13:53,R_2t5nWr1wH1JTZQ3,,Female,22,British,Estate agent,5,6,4,5,4,4,4,4,5,4,4,5,2,2,2,2,5,4,2,6,4,3,,3,4,4,5,3,2,2,2,2,4,4,6,3,5,4,5,3,4,3,3,5,4,5,5,4,3,3,3,2,4,5,3,3,4,4,5,6,3,3,3,3,5,5,5,5,6,6,4,4,4,4,6,2,4,4,6,3,4,4,3,2,5,6,5,2,6,6,6,4,4,3,3,3
24/02/2018 10:36,24/02/2018 10:42,402,03/03/2018 10:43,R_324NDearFpdPOtd,,Male,61,White Britisb, Company Director,5,6,5,3,5,6,5,5,4,4,5,6,4,5,4,4,5,5,4,4,4,4,4,5,6,4,4,5,5,5,6,4,4,4,5,3,4,5,4,4,6,5,3,5,6,6,6,4,5,5,5,3,3,6,6,2,6,5,4,5,3,5,5,2,5,6,4,5,2,5,2,2,4,5,5,3,4,6,6,3,3,4,3,3,4,6,5,3,5,6,5,4,3,4,6,2
19/02/2018 12:45,19/02/2018 12:49,287,19/02/2018 12:49,R_1DYjl0BSib8p7I6,53.23330688,Female,19,British ,Student,6,6,6,6,3,6,6,3,6,6,6,6,4,6,6,4,6,6,5,6,4,6,6,4,6,6,6,6,4,6,6,2,6,6,6,6,5,6,6,5,6,6,3,6,4,6,6,3,6,4,5,6,5,6,3,4,6,6,6,6,5,6,6,6,5,5,5,5,3,6,6,4,5,5,6,5,4,6,6,4,5,5,6,5,6,6,6,4,6,6,6,6,5,6,6,5
19/02/2018 12:48,19/02/2018 12:52,294,19/02/2018 12:52,R_3G7Xml6A2K4td1N,51.49639893,Male,32,White British,Customer service,6,2,4,2,3,3,3,3,4,2,3,3,4,2,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19/02/2018 13:42,19/02/2018 13:45,164,19/02/2018 13:45,R_2PAy4r9N3kW9mlR,53.23330688,Female,20,White British ,Student ,6,6,5,5,,6,6,6,,6,6,6,6,5,4,4,5,4,4,5,6,6,,5,,6,6,6,5,4,6,4,,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,5,4,6,6,6,6,5,5,5,5,6,5,4,6,5,5,6,4,5,5,5,4
19/02/2018 14:54,19/02/2018 14:59,320,19/02/2018 15:00,R_1mWP7St5pa26cEN,53.23330688,Female,19,British Asian,Student ,6,6,6,6,6,6,3,1,6,6,2,6,6,6,2,1,6,6,2,6,6,6,6,1,6,6,6,6,6,6,6,2,6,6,6,5,6,6,6,1,6,6,5,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,1,6,6,6,3,6,6,6,1,6,6,2,6,6,6,6,2,6,6,6,6,6,6,6,3
19/02/2018 18:51,19/02/2018 19:01,607,19/02/2018 19:01,R_2cu6UrF6Xy3dPBZ,53.96670532,Female,28,White british,Police officer,6,2,4,4,3,3,3,3,4,3,5,5,3,2,6,3,4,1,1,6,3,4,4,4,6,4,6,6,3,3,6,2,4,4,4,4,5,5,6,4,6,2,1,6,2,2,6,2,4,4,3,4,1,1,1,1,6,2,2,5,6,3,3,3,5,6,3,3,3,3,1,1,4,4,4,1,3,3,3,3,6,3,6,3,3,6,5,6,5,3,3,3,6,6,2,6
22/02/2018 11:23,22/02/2018 11:27,285,22/02/2018 11:27,R_Zh4Zih0qgOnEn4t,53.23330688,Female,19,White british,Student ,6,5,4,6,4,3,5,4,5,4,3,5,4,6,5,3,5,6,6,6,3,3,4,3,4,4,5,4,4,3,5,3,4,4,4,4,4,3,5,3,5,5,4,4,3,3,5,3,4,2,4,3,5,3,4,3,6,3,4,4,4,5,5,4,6,4,4,6,3,4,4,3,4,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,6,5,5,5,5,4,6,4
22/02/2018 18:24,22/02/2018 18:28,285,22/02/2018 18:28,R_3kkeylUXjSkSFqT,53.23330688,Male,19,White,Student,6,4,4,5,6,5,3,5,6,4,4,5,5,2,2,3,6,2,1,6,6,2,1,5,5,4,5,5,6,3,5,4,5,2,4,4,6,3,6,4,6,2,1,6,4,3,5,5,6,5,5,5,6,5,4,5,6,4,4,3,6,5,5,3,6,6,3,6,6,5,3,4,6,5,5,4,6,6,6,3,6,6,2,5,5,5,5,4,6,6,5,5,6,3,5,4
22/02/2018 18:57,22/02/2018 19:03,359,22/02/2018 19:03,R_27DpgTKCXp8rqtC,52.93330383,Females ,45,White british,Civil servant,6,6,6,3,6,6,6,3,6,6,6,5,6,6,6,3,6,6,6,5,6,6,6,3,6,,6,4,6,6,6,4,6,6,6,5,6,6,6,3,6,6,6,5,6,6,6,3,6,6,6,4,6,6,6,3,6,5,5,3,6,6,6,3,6,6,6,3,6,6,6,1,6,6,6,3,6,6,6,3,6,6,6,3,6,6,6,3,6,6,6,3,6,6,6,3
22/02/2018 19:35,22/02/2018 19:38,184,22/02/2018 19:38,R_AyDpUfiz9759q0h,53.36669922,Female,18,White british,Support worker,6,6,6,6,5,4,5,4,5,5,5,5,6,4,6,6,4,2,6,5,3,6,6,4,4,4,6,4,3,3,6,3,3,3,6,3,3,3,3,3,3,3,6,3,4,3,5,4,4,4,6,4,5,5,6,6,5,4,5,4,3,3,6,3,6,6,6,6,4,5,6,4,4,4,6,3,4,4,6,4,3,4,6,5,5,3,4,4,4,3,5,4,5,5,6,5
22/02/2018 20:18,22/02/2018 20:25,420,22/02/2018 20:25,R_3rSdvtiajqeSTb1,53.13330078,Female,49,White British,Family worker,6,5,3,3,5,5,5,4,5,4,4,5,5,4,4,4,5,5,3,5,5,4,6,5,5,5,5,4,5,5,4,4,5,5,4,5,6,6,4,4,5,4,4,5,5,5,6,3,5,5,4,5,5,5,4,5,5,6,4,5,5,5,6,5,5,5,5,4,5,5,6,5,5,4,4,5,5,5,4,4,5,5,3,5,5,5,5,4,5,5,5,4,5,4,4,6
22/02/2018 20:40,22/02/2018 20:49,545,22/02/2018 20:49,R_1lo99Mj7JZbXw2O,52.98910522,Male ,21,White British ,Cad cam design engineer ,6,4,6,6,,4,6,3,6,4,6,,6,4,6,3,,4,6,6,6,4,6,3,6,4,6,6,6,4,6,3,6,4,6,5,6,4,5,3,5,4,5,6,6,4,6,3,6,4,6,4,6,5,6,3,6,6,6,6,6,5,6,3,6,6,6,6,6,6,6,2,6,5,6,4,6,4,6,4,6,6,6,6,5,5,6,5,6,6,6,6,6,6,6,3
22/02/2018 23:23,22/02/2018 23:34,637,22/02/2018 23:34,R_QmI6UAyprGlDEjf,53.23330688,Male,19,White British,Student,6,6,5,3,,6,3,3,6,3,4,5,6,6,4,,6,,3,6,6,,4,4,,4,6,3,6,6,6,4,6,6,4,6,5,6,,4,6,6,3,6,6,5,6,3,6,3,6,4,6,5,4,3,6,2,3,6,6,2,6,2,6,3,4,4,4,5,3,3,6,3,3,3,6,3,4,6,6,6,4,6,6,3,3,6,6,6,4,6,6,4,6,6
23/02/2018 08:56,23/02/2018 09:01,304,23/02/2018 09:01,R_1Hq0B5ufS5FAdqV,53.23330688,Female,20,White British ,Student ,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,5,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,,,6,3,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,4
23/02/2018 12:30,23/02/2018 12:36,385,23/02/2018 12:36,R_1GZYc4aW9U3KhBm,53.30000305,Female,21,White,Student,6,6,6,6,5,6,4,3,4,5,4,4,4,4,6,2,6,5,4,6,4,5,4,3,6,5,4,6,5,4,6,4,6,5,3,6,4,5,5,3,6,5,4,5,2,4,5,3,5,5,4,4,4,5,5,4,6,4,4,6,5,4,5,3,4,6,4,5,3,3,2,1,5,4,4,5,5,4,4,4,4,3,2,5,4,5,5,3,6,6,3,6,5,5,4,5
04/03/2018 22:20,04/03/2018 22:25,342,04/03/2018 22:25,R_spOfpQyrgmXTjdT,52.68330383,Female ,49,White British ,Teacher,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
